,natural_language,parsed_utterance
3987,what are some mistakes on outdoor temperature warmer than 21.5 and past electricity colder than 1929.025 the model typically makes,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and mistake typical [e]
3988,what are some mistakes on indoor temperature warmer than 13.25 the model typically makes,filter indoor_temperature greater than 13.25 and mistake typical [e]
3989,what are some mistakes on past electricity warmer than 640.4 and indoor temperature colder than 13.25 the model typically makes,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and mistake typical [e]
3990,what are some mistakes on everything but not outdoor temperature of 21.82399577 the model typically makes,filter outdoor_temperature not equal to 21.82399577 and mistake typical [e]
3991,what are some mistakes on indoor temperature is not greater than 15.25 the model typically makes,filter indoor_temperature less equal than 15.25 and mistake typical [e]
3992,what are some mistakes on past electricity is equal to but not greater than 1929.025 the model typically makes,filter past_electricity less equal than 1929.025 and mistake typical [e]
3993,what are some mistakes on outdoor temperature the same or more than 21.5 the model typically makes,filter outdoor_temperature greater equal than 21.5 and mistake typical [e]
3994,what are some mistakes on indoor temperature more than 13.25 the model typically makes,filter indoor_temperature greater than 13.25 and mistake typical [e]
3995,what are some mistakes on indoor temperature the same or more than 13.25 the model typically makes,filter indoor_temperature greater equal than 13.25 and mistake typical [e]
3996,what are some mistakes on outdoor temperature is equal to but not greater than 21.5 the model typically makes,filter outdoor_temperature less equal than 21.5 and mistake typical [e]
3997,what are some mistakes on outdoor temperature above 21.82399577 the model typically makes,filter outdoor_temperature greater than 21.82399577 and mistake typical [e]
3998,what are some mistakes on indoor temperature less than 15.25 the model typically makes,filter indoor_temperature less than 15.25 and mistake typical [e]
3999,what are some mistakes on outdoor temperature less than 21.82399577 the model typically makes,filter outdoor_temperature less than 21.82399577 and mistake typical [e]
4000,what are some mistakes on indoor temperature warmer than 13.25 and outdoor temperature colder than 21.82399577 the model typically makes,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and mistake typical [e]
4001,what are some mistakes on everything but not outdoor temperature of 21.5 the model typically makes,filter outdoor_temperature not equal to 21.5 and mistake typical [e]
4002,what are some mistakes on everything but not past electricity of 1929.025 the model typically makes,filter past_electricity not equal to 1929.025 and mistake typical [e]
4003,what are some mistakes on past electricity warmer than 1929.025 and outdoor temperature colder than 21.82399577 the model typically makes,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and mistake typical [e]
4004,what are some mistakes on past electricity less than 1929.025 the model typically makes,filter past_electricity less than 1929.025 and mistake typical [e]
4005,what are some mistakes on past electricity colder than 640.4 the model typically makes,filter past_electricity less than 640.4 and mistake typical [e]
4006,what are some mistakes on indoor temperature warmer than 15.25 and past electricity colder than 640.4 the model typically makes,filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and mistake typical [e]
4007,what are some mistakes on past electricity above 1929.025 the model typically makes,filter past_electricity greater than 1929.025 and mistake typical [e]
4008,could you please indicate when past electricity is important?,important past_electricity [e]
4009,could you please indicate when indoor temperature is important?,important indoor_temperature [e]
4010,could you please indicate when outdoor temperature is important?,important outdoor_temperature [e]
4011,what aspects of the data do you consider when reasoning about past electricity upper than 640.4 to make decisions,filter past_electricity greater than 640.4 and explain features [e]
4012,what aspects of the data do you consider when reasoning about everything but not indoor temperature of 15.25 to make decisions,filter indoor_temperature not equal to 15.25 and explain features [e]
4013,what aspects of the data do you consider when reasoning about indoor temperature is not less than 15.25 to make decisions,filter indoor_temperature greater equal than 15.25 and explain features [e]
4014,what aspects of the data do you consider when reasoning about past electricity equal to or below 1929.025 to make decisions,filter past_electricity less equal than 1929.025 and explain features [e]
4015,what aspects of the data do you consider when reasoning about indoor temperature warmer than 15.25 to make decisions,filter indoor_temperature greater than 15.25 and explain features [e]
4016,what aspects of the data do you consider when reasoning about past electricity the same or more than 640.4 to make decisions,filter past_electricity greater equal than 640.4 and explain features [e]
4017,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.82399577 and indoor temperature colder than 15.25 to make decisions,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 15.25 and explain features [e]
4018,what aspects of the data do you consider when reasoning about indoor temperature colder than 15.25 to make decisions,filter indoor_temperature less than 15.25 and explain features [e]
4019,what aspects of the data do you consider when reasoning about past electricity warmer than 1929.025 and indoor temperature colder than 15.25 to make decisions,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 15.25 and explain features [e]
4020,what aspects of the data do you consider when reasoning about outdoor temperature is equal to but not greater than 21.82399577 to make decisions,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
4021,what aspects of the data do you consider when reasoning about indoor temperature exceeds 15.25 to make decisions,filter indoor_temperature greater than 15.25 and explain features [e]
4022,what aspects of the data do you consider when reasoning about outdoor temperature of 21.82399577 to make decisions,filter outdoor_temperature equal to 21.82399577 and explain features [e]
4023,what aspects of the data do you consider when reasoning about indoor temperature warmer than 13.25 and outdoor temperature colder than 21.5 to make decisions,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.5 and explain features [e]
4024,what aspects of the data do you consider when reasoning about indoor temperature warmer than 15.25 and past electricity colder than 640.4 to make decisions,filter indoor_temperature greater than 15.25 and filter past_electricity less than 640.4 and explain features [e]
4025,what aspects of the data do you consider when reasoning about outdoor temperature exceeds 21.5 to make decisions,filter outdoor_temperature greater than 21.5 and explain features [e]
4026,what aspects of the data do you consider when reasoning about outdoor temperature not equal to 21.82399577 to make decisions,filter outdoor_temperature not equal to 21.82399577 and explain features [e]
4027,what aspects of the data do you consider when reasoning about indoor temperature warmer than 13.25 and past electricity colder than 640.4 to make decisions,filter indoor_temperature greater than 13.25 and filter past_electricity less than 640.4 and explain features [e]
4028,what aspects of the data do you consider when reasoning about past electricity is equal to but not greater than 640.4 to make decisions,filter past_electricity less equal than 640.4 and explain features [e]
4029,what aspects of the data do you consider when reasoning about everything but not past electricity of 640.4 to make decisions,filter past_electricity not equal to 640.4 and explain features [e]
4030,what aspects of the data do you consider when reasoning about indoor temperature less than 13.25 to make decisions,filter indoor_temperature less than 13.25 and explain features [e]
4031,what aspects of the data do you consider when reasoning about indoor temperature less than 15.25 to make decisions,filter indoor_temperature less than 15.25 and explain features [e]
4032,what aspects of the data do you consider when reasoning about past electricity warmer than 640.4 and outdoor temperature colder than 21.82399577 to make decisions,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.82399577 and explain features [e]
4033,what aspects of the data do you consider when reasoning about outdoor temperature equal to or below 21.5 to make decisions,filter outdoor_temperature less equal than 21.5 and explain features [e]
4034,what aspects of the data do you consider when reasoning about outdoor temperature is not greater than 21.5 to make decisions,filter outdoor_temperature less equal than 21.5 and explain features [e]
4035,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.5 and past electricity colder than 640.4 to make decisions,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 640.4 and explain features [e]
4036,what aspects of the data do you consider when reasoning about outdoor temperature equal to or below 21.82399577 to make decisions,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
4037,what aspects of the data do you consider when reasoning about outdoor temperature colder than 21.82399577 to make decisions,filter outdoor_temperature less than 21.82399577 and explain features [e]
4038,what aspects of the data do you consider when reasoning about outdoor temperature less than 21.5 to make decisions,filter outdoor_temperature less than 21.5 and explain features [e]
4039,what aspects of the data do you consider when reasoning about indoor temperature warmer than 15.25 and past electricity colder than 1929.025 to make decisions,filter indoor_temperature greater than 15.25 and filter past_electricity less than 1929.025 and explain features [e]
4040,what aspects of the data do you consider when reasoning about past electricity warmer than 640.4 and outdoor temperature colder than 21.5 to make decisions,filter past_electricity greater than 640.4 and filter outdoor_temperature less than 21.5 and explain features [e]
4041,what aspects of the data do you consider when reasoning about past electricity of 640.4 to make decisions,filter past_electricity equal to 640.4 and explain features [e]
4042,what aspects of the data do you consider when reasoning about past electricity warmer than 1929.025 and outdoor temperature colder than 21.5 to make decisions,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.5 and explain features [e]
4043,what aspects of the data do you consider when reasoning about past electricity is not greater than 640.4 to make decisions,filter past_electricity less equal than 640.4 and explain features [e]
4044,what aspects of the data do you consider when reasoning about past electricity warmer than 1929.025 and indoor temperature colder than 13.25 to make decisions,filter past_electricity greater than 1929.025 and filter indoor_temperature less than 13.25 and explain features [e]
4045,what aspects of the data do you consider when reasoning about past electricity not equal to 1929.025 to make decisions,filter past_electricity not equal to 1929.025 and explain features [e]
4046,what aspects of the data do you consider when reasoning about indoor temperature warmer than 13.25 and past electricity colder than 1929.025 to make decisions,filter indoor_temperature greater than 13.25 and filter past_electricity less than 1929.025 and explain features [e]
4047,what aspects of the data do you consider when reasoning about outdoor temperature colder than 21.5 to make decisions,filter outdoor_temperature less than 21.5 and explain features [e]
4048,what aspects of the data do you consider when reasoning about id 61 to make decisions,filter id 61 and explain features [e]
4049,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.5 and indoor temperature colder than 15.25 to make decisions,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 15.25 and explain features [e]
4050,what aspects of the data do you consider when reasoning about indoor temperature of 13.25 to make decisions,filter indoor_temperature equal to 13.25 and explain features [e]
4051,what aspects of the data do you consider when reasoning about indoor temperature more than 13.25 to make decisions,filter indoor_temperature greater than 13.25 and explain features [e]
4052,what aspects of the data do you consider when reasoning about outdoor temperature upper than 21.5 to make decisions,filter outdoor_temperature greater than 21.5 and explain features [e]
4053,what aspects of the data do you consider when reasoning about everything but not indoor temperature of 13.25 to make decisions,filter indoor_temperature not equal to 13.25 and explain features [e]
4054,what aspects of the data do you consider when reasoning about indoor temperature is not greater than 13.25 to make decisions,filter indoor_temperature less equal than 13.25 and explain features [e]
4055,what aspects of the data do you consider when reasoning about outdoor temperature the same or more than 21.5 to make decisions,filter outdoor_temperature greater equal than 21.5 and explain features [e]
4056,what aspects of the data do you consider when reasoning about outdoor temperature upper than 21.82399577 to make decisions,filter outdoor_temperature greater than 21.82399577 and explain features [e]
4057,what aspects of the data do you consider when reasoning about indoor temperature is not less than 13.25 to make decisions,filter indoor_temperature greater equal than 13.25 and explain features [e]
4058,what aspects of the data do you consider when reasoning about outdoor temperature is not less than 21.82399577 to make decisions,filter outdoor_temperature greater equal than 21.82399577 and explain features [e]
4059,what aspects of the data do you consider when reasoning about everything but not past electricity of 1929.025 to make decisions,filter past_electricity not equal to 1929.025 and explain features [e]
4060,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.82399577 and past electricity colder than 640.4 to make decisions,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 640.4 and explain features [e]
4061,what aspects of the data do you consider when reasoning about past electricity not equal to 640.4 to make decisions,filter past_electricity not equal to 640.4 and explain features [e]
4062,what aspects of the data do you consider when reasoning about indoor temperature not equal to 13.25 to make decisions,filter indoor_temperature not equal to 13.25 and explain features [e]
4063,what aspects of the data do you consider when reasoning about indoor temperature equal to or below 15.25 to make decisions,filter indoor_temperature less equal than 15.25 and explain features [e]
4064,what aspects of the data do you consider when reasoning about outdoor temperature above 21.82399577 to make decisions,filter outdoor_temperature greater than 21.82399577 and explain features [e]
4065,what aspects of the data do you consider when reasoning about indoor temperature more than 15.25 to make decisions,filter indoor_temperature greater than 15.25 and explain features [e]
4066,what aspects of the data do you consider when reasoning about indoor temperature upper than 15.25 to make decisions,filter indoor_temperature greater than 15.25 and explain features [e]
4067,what aspects of the data do you consider when reasoning about outdoor temperature less than 21.82399577 to make decisions,filter outdoor_temperature less than 21.82399577 and explain features [e]
4068,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.5 and indoor temperature colder than 13.25 to make decisions,filter outdoor_temperature greater than 21.5 and filter indoor_temperature less than 13.25 and explain features [e]
4069,what aspects of the data do you consider when reasoning about past electricity is not less than 640.4 to make decisions,filter past_electricity greater equal than 640.4 and explain features [e]
4070,what aspects of the data do you consider when reasoning about indoor temperature the same or more than 15.25 to make decisions,filter indoor_temperature greater equal than 15.25 and explain features [e]
4071,what aspects of the data do you consider when reasoning about indoor temperature is equal to but not greater than 13.25 to make decisions,filter indoor_temperature less equal than 13.25 and explain features [e]
4072,what aspects of the data do you consider when reasoning about past electricity upper than 1929.025 to make decisions,filter past_electricity greater than 1929.025 and explain features [e]
4073,what aspects of the data do you consider when reasoning about indoor temperature above 15.25 to make decisions,filter indoor_temperature greater than 15.25 and explain features [e]
4074,what aspects of the data do you consider when reasoning about indoor temperature warmer than 13.25 to make decisions,filter indoor_temperature greater than 13.25 and explain features [e]
4075,what aspects of the data do you consider when reasoning about indoor temperature is equal to but not greater than 15.25 to make decisions,filter indoor_temperature less equal than 15.25 and explain features [e]
4076,what aspects of the data do you consider when reasoning about past electricity equal to or below 640.4 to make decisions,filter past_electricity less equal than 640.4 and explain features [e]
4077,what aspects of the data do you consider when reasoning about outdoor temperature is not less than 21.5 to make decisions,filter outdoor_temperature greater equal than 21.5 and explain features [e]
4078,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.82399577 and past electricity colder than 1929.025 to make decisions,filter outdoor_temperature greater than 21.82399577 and filter past_electricity less than 1929.025 and explain features [e]
4079,what aspects of the data do you consider when reasoning about data points 89 and 90 to make decisions,filter id 89 and filter id 90 and explain features [e]
4080,what aspects of the data do you consider when reasoning about past electricity is not less than 1929.025 to make decisions,filter past_electricity greater equal than 1929.025 and explain features [e]
4081,what aspects of the data do you consider when reasoning about past electricity is not greater than 1929.025 to make decisions,filter past_electricity less equal than 1929.025 and explain features [e]
4082,what aspects of the data do you consider when reasoning about indoor temperature warmer than 15.25 and outdoor temperature colder than 21.5 to make decisions,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.5 and explain features [e]
4083,what aspects of the data do you consider when reasoning about outdoor temperature of 21.5 to make decisions,filter outdoor_temperature equal to 21.5 and explain features [e]
4084,what aspects of the data do you consider when reasoning about indoor temperature not equal to 15.25 to make decisions,filter indoor_temperature not equal to 15.25 and explain features [e]
4085,what aspects of the data do you consider when reasoning about past electricity above 640.4 to make decisions,filter past_electricity greater than 640.4 and explain features [e]
4086,what aspects of the data do you consider when reasoning about past electricity warmer than 1929.025 to make decisions,filter past_electricity greater than 1929.025 and explain features [e]
4087,what aspects of the data do you consider when reasoning about outdoor temperature more than 21.82399577 to make decisions,filter outdoor_temperature greater than 21.82399577 and explain features [e]
4088,what aspects of the data do you consider when reasoning about past electricity warmer than 640.4 to make decisions,filter past_electricity greater than 640.4 and explain features [e]
4089,what aspects of the data do you consider when reasoning about past electricity less than 1929.025 to make decisions,filter past_electricity less than 1929.025 and explain features [e]
4090,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.82399577 and indoor temperature colder than 13.25 to make decisions,filter outdoor_temperature greater than 21.82399577 and filter indoor_temperature less than 13.25 and explain features [e]
4091,what aspects of the data do you consider when reasoning about past electricity exceeds 640.4 to make decisions,filter past_electricity greater than 640.4 and explain features [e]
4092,what aspects of the data do you consider when reasoning about past electricity colder than 1929.025 to make decisions,filter past_electricity less than 1929.025 and explain features [e]
4093,what aspects of the data do you consider when reasoning about indoor temperature the same or more than 13.25 to make decisions,filter indoor_temperature greater equal than 13.25 and explain features [e]
4094,what aspects of the data do you consider when reasoning about indoor temperature warmer than 15.25 and outdoor temperature colder than 21.82399577 to make decisions,filter indoor_temperature greater than 15.25 and filter outdoor_temperature less than 21.82399577 and explain features [e]
4095,what aspects of the data do you consider when reasoning about past electricity less than 640.4 to make decisions,filter past_electricity less than 640.4 and explain features [e]
4096,what aspects of the data do you consider when reasoning about past electricity more than 640.4 to make decisions,filter past_electricity greater than 640.4 and explain features [e]
4097,what aspects of the data do you consider when reasoning about past electricity is equal to but not greater than 1929.025 to make decisions,filter past_electricity less equal than 1929.025 and explain features [e]
4098,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.5 and past electricity colder than 1929.025 to make decisions,filter outdoor_temperature greater than 21.5 and filter past_electricity less than 1929.025 and explain features [e]
4099,what aspects of the data do you consider when reasoning about past electricity the same or more than 1929.025 to make decisions,filter past_electricity greater equal than 1929.025 and explain features [e]
4100,what aspects of the data do you consider when reasoning about outdoor temperature not equal to 21.5 to make decisions,filter outdoor_temperature not equal to 21.5 and explain features [e]
4101,what aspects of the data do you consider when reasoning about past electricity warmer than 640.4 and indoor temperature colder than 15.25 to make decisions,filter past_electricity greater than 640.4 and filter indoor_temperature less than 15.25 and explain features [e]
4102,what aspects of the data do you consider when reasoning about past electricity colder than 640.4 to make decisions,filter past_electricity less than 640.4 and explain features [e]
4103,what aspects of the data do you consider when reasoning about indoor temperature colder than 13.25 to make decisions,filter indoor_temperature less than 13.25 and explain features [e]
4104,what aspects of the data do you consider when reasoning about past electricity exceeds 1929.025 to make decisions,filter past_electricity greater than 1929.025 and explain features [e]
4105,what aspects of the data do you consider when reasoning about past electricity warmer than 640.4 and indoor temperature colder than 13.25 to make decisions,filter past_electricity greater than 640.4 and filter indoor_temperature less than 13.25 and explain features [e]
4106,what aspects of the data do you consider when reasoning about past electricity of 1929.025 to make decisions,filter past_electricity equal to 1929.025 and explain features [e]
4107,what aspects of the data do you consider when reasoning about outdoor temperature is equal to but not greater than 21.5 to make decisions,filter outdoor_temperature less equal than 21.5 and explain features [e]
4108,what aspects of the data do you consider when reasoning about past electricity more than 1929.025 to make decisions,filter past_electricity greater than 1929.025 and explain features [e]
4109,what aspects of the data do you consider when reasoning about indoor temperature of 15.25 to make decisions,filter indoor_temperature equal to 15.25 and explain features [e]
4110,what aspects of the data do you consider when reasoning about past electricity above 1929.025 to make decisions,filter past_electricity greater than 1929.025 and explain features [e]
4111,what aspects of the data do you consider when reasoning about indoor temperature is not greater than 15.25 to make decisions,filter indoor_temperature less equal than 15.25 and explain features [e]
4112,what aspects of the data do you consider when reasoning about indoor temperature above 13.25 to make decisions,filter indoor_temperature greater than 13.25 and explain features [e]
4113,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.5 to make decisions,filter outdoor_temperature greater than 21.5 and explain features [e]
4114,what aspects of the data do you consider when reasoning about indoor temperature warmer than 13.25 and outdoor temperature colder than 21.82399577 to make decisions,filter indoor_temperature greater than 13.25 and filter outdoor_temperature less than 21.82399577 and explain features [e]
4115,what aspects of the data do you consider when reasoning about outdoor temperature exceeds 21.82399577 to make decisions,filter outdoor_temperature greater than 21.82399577 and explain features [e]
4116,what aspects of the data do you consider when reasoning about outdoor temperature above 21.5 to make decisions,filter outdoor_temperature greater than 21.5 and explain features [e]
4117,what aspects of the data do you consider when reasoning about indoor temperature equal to or below 13.25 to make decisions,filter indoor_temperature less equal than 13.25 and explain features [e]
4118,what aspects of the data do you consider when reasoning about outdoor temperature is not greater than 21.82399577 to make decisions,filter outdoor_temperature less equal than 21.82399577 and explain features [e]
4119,what aspects of the data do you consider when reasoning about past electricity warmer than 1929.025 and outdoor temperature colder than 21.82399577 to make decisions,filter past_electricity greater than 1929.025 and filter outdoor_temperature less than 21.82399577 and explain features [e]
4120,what aspects of the data do you consider when reasoning about everything but not outdoor temperature of 21.5 to make decisions,filter outdoor_temperature not equal to 21.5 and explain features [e]
4121,what aspects of the data do you consider when reasoning about indoor temperature upper than 13.25 to make decisions,filter indoor_temperature greater than 13.25 and explain features [e]
4122,what aspects of the data do you consider when reasoning about indoor temperature exceeds 13.25 to make decisions,filter indoor_temperature greater than 13.25 and explain features [e]
4123,what aspects of the data do you consider when reasoning about everything but not outdoor temperature of 21.82399577 to make decisions,filter outdoor_temperature not equal to 21.82399577 and explain features [e]
4124,what aspects of the data do you consider when reasoning about outdoor temperature warmer than 21.82399577 to make decisions,filter outdoor_temperature greater than 21.82399577 and explain features [e]
4125,what aspects of the data do you consider when reasoning about outdoor temperature the same or more than 21.82399577 to make decisions,filter outdoor_temperature greater equal than 21.82399577 and explain features [e]
4126,what aspects of the data do you consider when reasoning about outdoor temperature more than 21.5 to make decisions,filter outdoor_temperature greater than 21.5 and explain features [e]
4127,what aspects of the data do you consider when reasoning about id 78 to make decisions,filter id 78 and explain features [e]
4128,most important features for data point 100055,filter id 100055 and important all [e]
4129,"yeah, show me",followup [e]
4130,how about their labels?,previousfilter and labels [e]
4131,for instances with a outdoor temperature over 21.82399577 is past electricity less important than indoor temperature?,filter outdoor_temperature greater than 21.82399577 and important past_electricity and important indoor_temperature [e]
4132,for instances with a past electricity over 640.4 is indoor temperature less important than outdoor temperature?,filter past_electricity greater than 640.4 and important indoor_temperature and important outdoor_temperature [e]
4133,for instances with a outdoor temperature over 21.82399577 is indoor temperature less important than past electricity?,filter outdoor_temperature greater than 21.82399577 and important indoor_temperature and important past_electricity [e]
4134,for instances with a indoor temperature over 15.25 is outdoor temperature less important than past electricity?,filter indoor_temperature greater than 15.25 and important outdoor_temperature and important past_electricity [e]
4135,for instances with a outdoor temperature over 21.5 is indoor temperature less important than past electricity?,filter outdoor_temperature greater than 21.5 and important indoor_temperature and important past_electricity [e]
4136,for instances with a indoor temperature over 13.25 is past electricity less important than outdoor temperature?,filter indoor_temperature greater than 13.25 and important past_electricity and important outdoor_temperature [e]
4137,for instances with a outdoor temperature over 21.5 is past electricity less important than indoor temperature?,filter outdoor_temperature greater than 21.5 and important past_electricity and important indoor_temperature [e]
4138,for instances with a indoor temperature over 13.25 is outdoor temperature less important than past electricity?,filter indoor_temperature greater than 13.25 and important outdoor_temperature and important past_electricity [e]
4139,for instances with a indoor temperature over 15.25 is past electricity less important than outdoor temperature?,filter indoor_temperature greater than 15.25 and important past_electricity and important outdoor_temperature [e]
4140,for instances with a past electricity over 640.4 is outdoor temperature less important than indoor temperature?,filter past_electricity greater than 640.4 and important outdoor_temperature and important indoor_temperature [e]
4141,for instances with a past electricity over 1929.025 is outdoor temperature less important than indoor temperature?,filter past_electricity greater than 1929.025 and important outdoor_temperature and important indoor_temperature [e]
4142,for instances with a past electricity over 1929.025 is indoor temperature less important than outdoor temperature?,filter past_electricity greater than 1929.025 and important indoor_temperature and important outdoor_temperature [e]
4143,could you tell me what outdoor temperature means?,define outdoor_temperature [e]
4144,could you tell me what indoor temperature means?,define indoor_temperature [e]
4145,could you tell me what past electricity means?,define past_electricity [e]
4146,could you show me data with a past electricity of 640.4 and tell me why the model predicts it?,filter past_electricity equal to 640.4 and show and explain features [e]
4147,could you show me data with a outdoor temperature of 21.82399577 and tell me why the model predicts it?,filter outdoor_temperature equal to 21.82399577 and show and explain features [e]
4148,could you show me data with a indoor temperature of 13.25 and tell me why the model predicts it?,filter indoor_temperature equal to 13.25 and show and explain features [e]
4149,could you show me data with a outdoor temperature of 21.5 and tell me why the model predicts it?,filter outdoor_temperature equal to 21.5 and show and explain features [e]
4150,could you show me data with a past electricity of 1929.025 and tell me why the model predicts it?,filter past_electricity equal to 1929.025 and show and explain features [e]
4151,could you show me data with a indoor temperature of 15.25 and tell me why the model predicts it?,filter indoor_temperature equal to 15.25 and show and explain features [e]
4152,"for those with 1929.025 or more past electricity, what would happen to the model's predictions if indoor temperature were decreased by 13.25?",filter past_electricity greater equal than 1929.025 and change indoor_temperature decrease 13.25 and predict [e]
4153,"for those with 21.82399577 or more outdoor temperature, what would happen to the model's predictions if past electricity were decreased by 640.4?",filter outdoor_temperature greater equal than 21.82399577 and change past_electricity decrease 640.4 and predict [e]
4154,"for those with 640.4 or more past electricity, what would happen to the model's predictions if indoor temperature were decreased by 15.25?",filter past_electricity greater equal than 640.4 and change indoor_temperature decrease 15.25 and predict [e]
4155,"for those with 13.25 or more indoor temperature, what would happen to the model's predictions if past electricity were decreased by 1929.025?",filter indoor_temperature greater equal than 13.25 and change past_electricity decrease 1929.025 and predict [e]
4156,"for those with 640.4 or more past electricity, what would happen to the model's predictions if outdoor temperature were decreased by 21.82399577?",filter past_electricity greater equal than 640.4 and change outdoor_temperature decrease 21.82399577 and predict [e]
4157,"for those with 15.25 or more indoor temperature, what would happen to the model's predictions if past electricity were decreased by 1929.025?",filter indoor_temperature greater equal than 15.25 and change past_electricity decrease 1929.025 and predict [e]
4158,"for those with 1929.025 or more past electricity, what would happen to the model's predictions if indoor temperature were decreased by 15.25?",filter past_electricity greater equal than 1929.025 and change indoor_temperature decrease 15.25 and predict [e]
4159,"for those with 640.4 or more past electricity, what would happen to the model's predictions if indoor temperature were decreased by 13.25?",filter past_electricity greater equal than 640.4 and change indoor_temperature decrease 13.25 and predict [e]
4160,"for those with 640.4 or more past electricity, what would happen to the model's predictions if outdoor temperature were decreased by 21.5?",filter past_electricity greater equal than 640.4 and change outdoor_temperature decrease 21.5 and predict [e]
4161,"for those with 13.25 or more indoor temperature, what would happen to the model's predictions if outdoor temperature were decreased by 21.82399577?",filter indoor_temperature greater equal than 13.25 and change outdoor_temperature decrease 21.82399577 and predict [e]
4162,"for those with 21.5 or more outdoor temperature, what would happen to the model's predictions if past electricity were decreased by 1929.025?",filter outdoor_temperature greater equal than 21.5 and change past_electricity decrease 1929.025 and predict [e]
4163,"for those with 15.25 or more indoor temperature, what would happen to the model's predictions if past electricity were decreased by 640.4?",filter indoor_temperature greater equal than 15.25 and change past_electricity decrease 640.4 and predict [e]
4164,"for those with 21.82399577 or more outdoor temperature, what would happen to the model's predictions if indoor temperature were decreased by 15.25?",filter outdoor_temperature greater equal than 21.82399577 and change indoor_temperature decrease 15.25 and predict [e]
4165,"for those with 13.25 or more indoor temperature, what would happen to the model's predictions if outdoor temperature were decreased by 21.5?",filter indoor_temperature greater equal than 13.25 and change outdoor_temperature decrease 21.5 and predict [e]
4166,"for those with 21.5 or more outdoor temperature, what would happen to the model's predictions if indoor temperature were decreased by 13.25?",filter outdoor_temperature greater equal than 21.5 and change indoor_temperature decrease 13.25 and predict [e]
4167,"for those with 21.82399577 or more outdoor temperature, what would happen to the model's predictions if indoor temperature were decreased by 13.25?",filter outdoor_temperature greater equal than 21.82399577 and change indoor_temperature decrease 13.25 and predict [e]
4168,"for those with 21.82399577 or more outdoor temperature, what would happen to the model's predictions if past electricity were decreased by 1929.025?",filter outdoor_temperature greater equal than 21.82399577 and change past_electricity decrease 1929.025 and predict [e]
4169,"for those with 15.25 or more indoor temperature, what would happen to the model's predictions if outdoor temperature were decreased by 21.82399577?",filter indoor_temperature greater equal than 15.25 and change outdoor_temperature decrease 21.82399577 and predict [e]
4170,"for those with 13.25 or more indoor temperature, what would happen to the model's predictions if past electricity were decreased by 640.4?",filter indoor_temperature greater equal than 13.25 and change past_electricity decrease 640.4 and predict [e]
4171,"for those with 1929.025 or more past electricity, what would happen to the model's predictions if outdoor temperature were decreased by 21.5?",filter past_electricity greater equal than 1929.025 and change outdoor_temperature decrease 21.5 and predict [e]
4172,"for those with 15.25 or more indoor temperature, what would happen to the model's predictions if outdoor temperature were decreased by 21.5?",filter indoor_temperature greater equal than 15.25 and change outdoor_temperature decrease 21.5 and predict [e]
4173,"for those with 21.5 or more outdoor temperature, what would happen to the model's predictions if indoor temperature were decreased by 15.25?",filter outdoor_temperature greater equal than 21.5 and change indoor_temperature decrease 15.25 and predict [e]
4174,"for those with 1929.025 or more past electricity, what would happen to the model's predictions if outdoor temperature were decreased by 21.82399577?",filter past_electricity greater equal than 1929.025 and change outdoor_temperature decrease 21.82399577 and predict [e]
4175,"for those with 21.5 or more outdoor temperature, what would happen to the model's predictions if past electricity were decreased by 640.4?",filter outdoor_temperature greater equal than 21.5 and change past_electricity decrease 640.4 and predict [e]
4176,"for everything but not indoor temperature of 13.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature not equal to 13.25 and score default and score default [e]
4177,"for indoor temperature warmer than 15.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater than 15.25 and score default and score default [e]
4178,"for indoor temperature is not less than 13.25, how well, in terms of accuracy, does the model do on the training and test data",filter indoor_temperature greater equal than 13.25 and score default and score default [e]
